shipment_key,shipment_id,supplier_key,carrier_key,route_key,warehouse_key,product_key,order_date,promised_date,actual_date,status,delay_days,shipment_cost,weight_kg,quantity
12830,SHP-12830,238,22,155,18,56,2021-09-22,2021-10-16,2021-10-16,Delivered,0,17265.03,3202.2,948
12831,SHP-12831,81,35,53,7,247,2022-02-04,2022-03-01,2022-02-28,Delivered,0,11664.39,1700.55,448
12832,SHP-12832,53,52,187,28,27,2021-02-11,2021-02-28,2021-02-27,Delivered,0,2776.83,641.73,526
12833,SHP-12833,2,52,173,11,120,2023-08-20,2023-09-03,2023-09-01,In Transit,0, ,4049.66,334
12834,SHP-12834,128,40,197,23,157,2023-01-20,2023-02-12,2023-02-10,Delivered,0,2870.75,1175.14,709
12835,SHP-12835,247,36,105,17,198,2023-12-16,2024-01-07,2024-01-05,Delayed,0,10374.17,3023.0,876
12836,SHP-12836,157,8,1,25,118,2023-08-31,2023-09-19,2023-09-18,Delivered,0,,,709
12837,SHP-12837,147,7,132,31,160,2023-08-21,2023-08-31,2023-08-29,Delivered,0,21092.03,3687.15,704
12838,SHP-12838,141,42,30,40,217,2023-11-14,2023-11-28,2023-11-28,Cancelled,0,4956.48,2090.07,423
12839,SHP-12839,224,49,152,16,95,2022-07-22,2022-07-23,,Delayed,,855.01,0.46,908
12840,SHP-12840,180,25,116,29,104,2021-11-03,2021-11-19,2021-11-19,In Transit,,2869.68,1943.43,520
12841,SHP-12841,48,19,149,20,15,2023-05-14,2023-06-07,2023-06-06,Delivered,0,,2530.13,820
12842,SHP-12842,6,29,162,14,41,2024-01-22,2024-01-28,2024-01-27,Delivered,,13060.11,3338.09,67
12843,SHP-12843,79,21,79,26,36,2024-02-18,2024-02-19,2024-02-29,Delivered,10,15238.22,787.61,151
12844,SHP-12844,174,43,124,13,57,2021-10-17,2021-10-28,2021-10-28,In Transit,0,10363.05,489.26,764
12845,SHP-12845,168,54,62,18,217,2021-01-15,2021-02-07,2021-02-23,Delivered,16,1569.82,3260.28,737
12846,SHP-12846,32,38,189,37,15,2021-01-22,2021-02-12,2021-02-10,Delivered,0,15134.2,2103.23,413
12847,SHP-12847,5,38,176,20,185,2022-05-05,2022-05-06,2022-05-05,In Transit,0,,3648.74,216
12848,SHP-12848,109,18,14,23,110,2021-10-19,2021-11-05,2021-11-12,Delayed,7,12534.4,3883.36,300
12849,SHP-12849,238,19,27,21,33,2022-11-28,2022-12-02,2022-12-11,Cancelled,9,7658.81,4667.13,158
12850,SHP-12850,62,58,22,34,12,2023-11-27,2023-12-11,2023-12-27,Cancelled,16,13466.44,1455.44,191
12851,SHP-12851,11,2,181,39,210,2022-08-17,2022-08-18,2022-08-17,Delayed,0,9118.06,3324.99,524
12852,SHP-12852,80,60,96,7,160,2023-08-16,2023-08-20,2023-08-18,Delivered,0,12840.91,188.95,154
12853,SHP-12853,132,29,159,5,204,2024-05-26,2024-06-10,2024-06-18,Delivered,8,8179.76,4924.37,446
12854,SHP-12854,129,25,110,15,51,2024-03-13,2024-03-15,2024-03-14,,0,1657.38,4269.02,138
12855,SHP-12855,196,32,136,36,209,2023-02-22,2023-03-16,2023-04-07,Delivered,22,8393.58,3649.1,746
12856,SHP-12856,9,51,73,36,140,2021-08-06,2021-08-18,2021-08-17,Delivered,0,1876.82,3159.15,
12857,SHP-12857,211,55,25,32,78,2021-10-28,2021-11-04,2021-11-04,In Transit,0,1726.26,3650.64,537
12858,SHP-12858,148,24,127,30,148,2021-02-28,2021-03-24,2021-03-22,Delivered,0,14736.9,4549.32,815
12859,SHP-12859,205,19,58,3,52,2023-04-04,2023-04-13,2023-04-11,Delayed,0,4189.7,3872.61,658
12860,SHP-12860,85,24,141,10,192,2021-04-22,2021-04-28,2021-05-23,Delivered,25, ,552.61,423
12861,SHP-12861,95,20,127,17,179,2024-02-11,2024-02-19,2024-03-15,Cancelled,25,2412.12,4624.99,337
12862,SHP-12862,237,46,188,21,42,2022-07-03,2022-07-21,2022-07-20,In Transit,0,16467.54,2172.67,312
12863,SHP-12863,105,53,115,15,202,2024-05-15,2024-06-07,2024-06-27,Delivered,20,1005.96,1753.02,819
12864,SHP-12864,162,50,74,14,24,2021-11-08,2021-11-09,2021-11-07,Delivered,0,10396.36,1956.76,313
12865,SHP-12865,236,50,200,28,148,2022-09-10,2022-09-18,2022-10-03,Delivered,15,13291.91,3438.5,883
12866,SHP-12866,176,15,134,11,189,2022-03-10,2022-03-21,2022-03-22,Delivered,1,7032.11,4929.88,329
12867,SHP-12867,65,13,68,20,78,2023-07-21,2023-07-30,2023-08-20,Delivered,21,1780.63, ,42
12868,SHP-12868,158,11,194,21,158,2023-08-17,2023-08-23,2023-08-22,Delivered,0,18649.62,3483.77,352
12869,SHP-12869,217,24,63,38,185,2022-07-08,2022-07-15,2022-07-15,Delayed,0,21158.05,4763.84,632
12870,SHP-12870,112,14,58,18,48,2021-07-07,2021-07-22,2021-07-20,In Transit,0,18688.33,2955.53,20
12871,SHP-12871,139,17,31,33,222,2024-02-28,2024-03-19,2024-03-18,Delivered,0,14968.6,,173
12872,SHP-12872,56,51,115,23,232,2022-06-06,2022-06-13,2022-06-13,Delivered,0,7787.6,4349.84,315
12873,SHP-12873,15,47,149,33,236,2023-06-25,2023-07-03,2023-07-02,Delivered,0,11675.25,1724.62,95
12874,SHP-12874,231,33,195,17,90,2023-01-12,2023-02-03,2023-02-02,Delivered,0,17634.66,1232.34,971
12875,SHP-12875,35,47,167,11,181,2022-01-12,2022-02-03,2022-02-04,Cancelled,1,12681.2,2827.65,392
12876,SHP-12876,236,5,96,20,73,2022-03-31,2022-04-21,2022-04-21,Delivered,0,20351.69,2272.4,990
12877,SHP-12877,128,46,97,9,92,2023-07-31,2023-08-23,2023-08-22,Delivered,0,13533.32,1672.47,895
12878,SHP-12878,133,58,107,3,238,2024-05-24,2024-06-10,2024-06-09,Returned,0,8073.56,707.53,45
12879,SHP-12879,169,16,16,31,23,2021-05-11,2021-05-28,2021-05-28,Cancelled,0,4239.27,366.16,
12880,SHP-12880,194,43,90,15,203,2023-03-18,2023-04-06,2023-04-04,Delivered,0,3330.58,2606.55,92
12881,SHP-12881,172,35,25,33,76,2023-07-08,2023-07-25,2023-07-23,Delivered,0,18230.27,4400.89,902
12882,SHP-12882,174,36,47,32,231,2023-05-14,2023-05-22,2023-06-12,Delivered,21,21182.04,1196.14,791
12883,SHP-12883,15,33,93,10,90,2023-08-30,2023-08-31,2023-08-30,,0,8503.05,4283.19,876
12884,SHP-12884,155,3,13,16,88,2023-04-15,2023-04-29,2023-04-28,Delivered,0,11141.65,3622.15,482
12885,SHP-12885,84,57,2,5,157,2022-08-05,2022-08-12,2022-08-28,Delivered,16,7120.07,3221.12,31
12886,SHP-12886,74,7,143,5,33,2023-07-23,2023-08-10,2023-08-26,Delivered,16, ,4883.98,519
12887,SHP-12887,221,44,173,26,116,2022-11-24,2022-12-03,2022-12-03,Delivered,0,7725.82,2546.87,762
12888,SHP-12888,226,11,183,39,112,2022-03-21,2022-04-04,2022-04-14,Cancelled,10,941.5,2378.82,885
12889,SHP-12889,182,37,182,33,168,2023-02-25,2023-03-18,2023-03-17,Delivered,0,11814.76,3311.56,994
12890,SHP-12890,13,53,12,39,219,2021-03-15,2021-03-30,2021-03-29,Delivered,0,,4128.25,199
12891,SHP-12891,182,4,172,2,90,2023-11-01,2023-11-12,2023-11-14,Delivered,2,9282.35,4076.3,434
12892,SHP-12892,37,23,51,37,166,2022-07-22,2022-08-07,,Delayed,,1469.0,758.88, 
12893,SHP-12893,24,16,166,9,207,2023-06-19,2023-07-09,2023-07-08,Delivered,0,1865.85,2796.98,707
12894,SHP-12894,176,51,147,21,46,2024-04-22,2024-05-03,2024-05-07,Cancelled,4, ,306.34,501
12895,SHP-12895,120,28,72,4,149,2024-02-03,2024-02-04,2024-02-04,Delayed,0,4038.53,2545.2,332
12896,SHP-12896,245,14,192,24,200,2024-03-11,2024-03-29,2024-03-28,,0,15242.23,4985.96,709
12897,SHP-12897,188,45,176,15,200,2021-05-25,2021-06-13,2021-06-12,Delivered,,999.45,2913.88,438
12898,SHP-12898,109,43,121,22,245,2023-09-22,2023-09-27,2023-09-26,Returned,0,9960.11,1033.88,183
12899,SHP-12899,222,49,94,5,184,2023-02-07,2023-02-09,2023-02-09,In Transit,0,6515.12,2725.67,574
12900,SHP-12900,209,21,127,28,92,2024-01-10,2024-01-21,2024-02-14,Cancelled,24,,3541.24,697
12901,SHP-12901,210,29,96,25,191,2022-06-02,2022-06-14,2022-06-12,Delivered,0,16960.53,2882.34,307
12902,SHP-12902,195,37,191,4,182,2022-07-31,2022-08-24,2022-08-30,In Transit,6,9873.81,1762.88,292
12903,SHP-12903,239,43,5,11,33,2022-07-19,2022-07-26,2022-07-24,Delivered,0,18870.39,2039.78,439
12904,SHP-12904,244,44,164,35,151,2021-02-10,2021-02-11,2021-02-26,In Transit,15,19900.0,717.4,660
12905,SHP-12905,54,28,110,28,167,2023-05-06,2023-05-25,2023-05-24,Delivered,0,9818.01,4893.65,998
12906,SHP-12906,131,12,170,12,173,2023-10-21,2023-11-09,2023-11-07,Cancelled,0,12699.28,4090.21,745
12907,SHP-12907,123,59,181,9,190,2023-05-25,2023-06-05,2023-06-05,Cancelled,0,17853.36,2333.01,209
12908,SHP-12908,103,57,143,22,111,2022-10-21,2022-11-08,2022-11-08,Returned,0,616.99,,384
12909,SHP-12909,178,58,45,38,50,2022-06-05,2022-06-24,2022-06-23,Delayed,0,107.04,3706.43,330
12910,SHP-12910,6,46,10,5,55,2023-07-11,2023-07-24,2023-07-23,In Transit,0,20377.83,3176.51,333
12911,SHP-12911,209,42,200,38,70,2022-06-06,2022-06-21,2022-06-21,Delivered,0,15199.86,359.05,293
12912,SHP-12912,179,19,12,23,130,2024-05-01,2024-05-10,,Delayed,,14004.77,2103.05,323
12913,SHP-12913,11,16,78,32,115,2024-02-24,2024-02-27,2024-03-08,Delivered,10,13827.08,4471.82,396
12914,SHP-12914,129,55,34,2,240,2023-04-17,2023-04-24,2023-05-07,Delayed,13,7830.06,1359.51,992
12915,SHP-12915,145,46,193,7,90,2023-01-04,2023-01-15,2023-01-19,Delivered,4,12900.48,,314
12916,SHP-12916,218,9,166,2,125,2024-05-19,2024-06-11,2024-06-11,Delivered,0,18344.12,808.49,807
12917,SHP-12917,80,43,68,12,33,2021-08-02,2021-08-05,2021-08-14,Delayed,9,17500.96,2018.63,
12918,SHP-12918,73,32,38,12,96,2021-06-27,2021-07-14,2021-07-14,Delivered,0,21182.91,4280.57,627
12919,SHP-12919,111,26,199,40,146,2021-02-25,2021-03-17,2021-03-16,Cancelled,0,18266.95,934.95,391
12920,SHP-12920,14,45,148,5,7,2021-11-29,2021-12-16,,Returned,,5896.46,1020.93,304
12921,SHP-12921,181,2,137,23,18,2023-03-07,2023-03-09,2023-03-09,Delivered,0,20031.33,542.43,99
12922,SHP-12922,157,10,192,26,128,2023-04-04,2023-04-11,2023-04-09,Returned,0,17514.65,3644.58,543
12923,SHP-12923,197,28,34,17,86,2021-11-18,2021-12-07,2021-12-05,Delivered,0,15499.61,327.4,856
12924,SHP-12924,40,7,39,28,190,2022-07-24,2022-07-30,2022-07-29,Delayed,0,14876.66,482.54,
12925,SHP-12925,72,13,198,10,149,2024-01-24,2024-01-30,2024-01-28,Delivered,0,9853.98,1982.53,838
12926,SHP-12926,59,30,120,5,101,2022-04-01,2022-04-10,2022-04-09,Delivered,0,,1558.69,844
12927,SHP-12927,161,14,108,3,172,2021-12-11,2021-12-25,2022-01-01,Delivered,7,13857.47, ,227
12928,SHP-12928,40,50,141,11,163,2024-04-26,2024-04-29,2024-04-27, ,0,17177.25,2143.17, 
12929,SHP-12929,87,42,50,22,103,2021-10-15,2021-10-18,2021-10-17,Delivered,0,,7.19,785
12930,SHP-12930,121,9,193,5,98,2023-03-07,2023-03-20,,Delivered,,14985.37,2566.4,776
12931,SHP-12931,155,50,68,4,194,2021-01-28,2021-01-30,2021-01-28,Delayed,0,7413.1,2568.4,770
12932,SHP-12932,125,8,162,35,22,2024-03-02,2024-03-27,2024-03-26,Delayed,0,7913.09,4120.43,143
12933,SHP-12933,14,56,51,14,128,2022-01-09,2022-01-25,2022-01-25,Cancelled,0,11961.31,506.8,90
12934,SHP-12934,55,27,112,34,168,2021-12-23,2022-01-14,2022-01-13,Delivered,0,483.36,1852.86,87
12935,SHP-12935,215,52,100,35,113,2024-01-20,2024-01-22,2024-01-20,Delivered,0,,213.05,168
12936,SHP-12936,26,9,18,4,209,2021-09-10,2021-09-19,2021-09-17,Delivered,0,,1906.86,890
12937,SHP-12937,33,45,183,6,110,2021-04-30,2021-05-12,2021-05-12,,0,16195.33, ,855
12938,SHP-12938,38,51,174,20,61,2021-08-12,2021-08-30,2021-08-30,Cancelled,0,8754.84, ,887
12939,SHP-12939,20,26,59,6,163,2024-04-03,2024-04-14,2024-04-13,Delivered,0,,986.51,177
12940,SHP-12940,90,17,117,4,199,2023-09-26,2023-10-14,2023-11-02,Delivered,19,4902.41,2518.26,182
12941,SHP-12941,181,35,47,31,210,2021-05-05,2021-05-24,2021-05-23,Cancelled,0,11650.06,4412.55, 
12942,SHP-12942,99,22,163,31,114,2022-03-12,2022-03-23,2022-03-21,Delivered,0,2670.28,2013.86,744
12943,SHP-12943,94,28,8,3,230,2022-06-24,2022-07-13,2022-07-25,Delivered,12,1901.34,784.05,131
12944,SHP-12944,75,39,163,13,23,2023-01-23,2023-01-29,2023-01-27,,0,21724.11,2584.61,620
12945,SHP-12945,82,15,145,24,122,2023-03-31,2023-04-05,2023-04-21,Delivered,,7435.15,1594.32,940
12946,SHP-12946,84,50,117,19,111,2021-01-06,2021-01-07,2021-01-06,Delivered,0,15471.8,1227.37,622
12947,SHP-12947,51,56,82,32,70,2022-10-22,2022-11-06,2022-11-06,Delivered,0,9839.65,2671.02,463
12948,SHP-12948,156,17,22,35,176,2024-04-05,2024-04-25,2024-04-25,Delivered,0,8444.14,4970.34,671
12949,SHP-12949,233,21,71,26,233,2022-03-19,2022-03-30,2022-03-28,Delivered,0,4195.58,2778.45,199
12950,SHP-12950,141,41,65,30,198,2023-09-08,2023-09-19,2023-09-18,Delivered,0,21230.64,1180.55,428
12951,SHP-12951,19,3,11,1,231,2022-11-07,2022-11-26,2022-11-26,,0,17383.75,3944.81,
12952,SHP-12952,184,35,81,12,62,2022-05-31,2022-06-09,2022-06-25,Delivered,16,4579.45,4851.03,430
12953,SHP-12953,152,15,138,10,95,2021-02-05,2021-02-13,2021-02-12,Delayed,,3764.01,1024.52,944
12954,SHP-12954,187,9,100,40,167,2022-02-12,2022-02-14,2022-02-14,Delivered,0,6401.36,3303.51,357
12955,SHP-12955,240,46,28,37,56,2021-03-06,2021-03-27,2021-03-25,,0,17921.98,4380.9,
12956,SHP-12956,150,11,96,23,237,2021-11-23,2021-12-08,2021-12-30,Delivered,22,6745.56,1797.42,686
12957,SHP-12957,126,41,117,11,108,2021-12-05,2021-12-24,2021-12-24,Delivered,0,14721.26,4050.63,
12958,SHP-12958,46,46,142,17,86,2023-05-30,2023-06-04,2023-06-08,Delayed,4,8988.05,,441
12959,SHP-12959,217,47,9,26,183,2023-03-14,2023-03-28,2023-04-01,Delivered,4,559.86,1289.03,229
12960,SHP-12960,96,17,73,14,76,2022-06-23,2022-06-26,2022-07-05,Delivered,9,16040.47,4316.9,496
12961,SHP-12961,219,44,2,38,49,2024-06-25,2024-07-09,2024-07-16, ,7,2530.38,159.75,494
12962,SHP-12962,239,11,12,27,192,2022-09-24,2022-10-14,2022-11-03,Delivered,20,20458.45,2105.67,456
12963,SHP-12963,176,11,106,20,17,2023-06-15,2023-06-24,2023-06-22, ,0,3570.82, ,942
12964,SHP-12964,164,12,126,3,28,2021-05-09,2021-05-17,2021-05-16,Delayed,0,10578.31,2148.62,236
12965,SHP-12965,193,13,66,15,13,2022-01-19,2022-02-05,2022-02-04,In Transit,0,2562.18,173.5,938
12966,SHP-12966,91,15,114,2,24,2021-12-17,2021-12-20,2022-01-09,Cancelled,20,6697.88,2476.73,367
12967,SHP-12967,186,35,190,14,45,2024-02-24,2024-03-14,2024-03-16,Delayed,2,19610.71,2534.1,587
12968,SHP-12968,227,15,64,13,229,2021-03-12,2021-03-25,2021-03-23,Returned,0,,1394.49,964
12969,SHP-12969,27,41,89,11,169,2024-02-21,2024-02-26,2024-02-26,Delivered,0,6221.45,2870.46, 
12970,SHP-12970,197,50,153,11,114,2022-05-31,2022-06-02,2022-06-07,In Transit,5,14434.26,2383.16,380
12971,SHP-12971,21,20,5,20,193,2024-06-02,2024-06-16,2024-07-08,Delivered,22,21618.9,4888.36,565
12972,SHP-12972,32,18,100,14,181,2022-08-03,2022-08-08,2022-08-06,In Transit,0,14620.63,1791.2,956
12973,SHP-12973,140,51,1,39,146,2022-12-23,2023-01-03,2023-01-14,In Transit,11,21849.39,1342.11,998
12974,SHP-12974,218,7,100,29,217,2021-01-31,2021-02-03,2021-02-09,Delivered,6,20839.16,3168.66,487
12975,SHP-12975,6,20,175,19,248,2021-07-19,2021-08-01,2021-07-30,Cancelled,0,6840.63,585.72,296
12976,SHP-12976,239,48,101,6,58,2024-04-27,2024-05-16,2024-05-15,Delayed,0,21047.09,4268.08,919
12977,SHP-12977,24,37,168,29,37,2021-05-21,2021-05-31,2021-05-29,Delivered,0,10326.13,,128
12978,SHP-12978,246,45,57,28,68,2024-02-14,2024-03-05,2024-03-04,Delivered,0,19899.17,4385.84,244
12979,SHP-12979,70,15,57,9,98,2021-12-17,2021-12-21,2021-12-21,Delivered,0,6751.38,2461.51,528
12980,SHP-12980,156,29,89,14,5,2023-12-04,2023-12-14,2023-12-12,Returned,0,10682.25, ,327
12981,SHP-12981,204,31,198,4,216,2021-05-05,2021-05-15,2021-05-14,In Transit,0,5090.71,1892.0,846
12982,SHP-12982,239,41,1,6,87,2024-06-16,2024-07-02,2024-07-07,Delivered,5,21774.49,2209.44,562
12983,SHP-12983,175,41,154,1,55,2022-05-27,2022-06-08,2022-06-06,Returned,0,729.76,2300.38,507
12984,SHP-12984,156,42,5,16,22,2022-05-26,2022-06-14,2022-06-12,In Transit,0,19294.85,64.71,151
12985,SHP-12985,18,32,48,24,226,2022-09-17,2022-09-18,2022-09-16,,0,10024.54,3601.89,159
12986,SHP-12986,185,8,168,34,68,2024-05-25,2024-06-18,2024-06-16,In Transit,0,6426.16,2837.07,243
12987,SHP-12987,113,52,133,18,37,2023-07-02,2023-07-14,2023-07-18,Delivered,4,6151.87,4895.17,646
12988,SHP-12988,228,32,95,34,44,2022-01-25,2022-01-30,2022-01-30,Delivered,0,1721.72,1165.64,604
12989,SHP-12989,85,1,11,40,221,2021-02-28,2021-03-09,2021-03-07,In Transit,0,,2135.65,205
12990,SHP-12990,151,4,80,10,40,2021-09-14,2021-09-23,2021-10-01,Delivered,8,,2968.28,356
12991,SHP-12991,90,38,21,22,50,2022-12-31,2023-01-09,2023-01-08,Delivered,0,1444.23,1289.82,844
12992,SHP-12992,147,36,42,25,111,2023-06-27,2023-07-16,2023-07-15,Returned,0,16337.3,3653.37,702
12993,SHP-12993,242,2,34,29,165,2024-04-11,2024-04-19,2024-04-18,Delivered,0,20170.36,,513
12994,SHP-12994,43,6,81,4,120,2022-08-27,2022-08-30,2022-08-28,Delivered,0, ,348.21,371
12995,SHP-12995,168,45,196,19,219,2022-01-22,2022-02-07,2022-02-25,Cancelled,18,,578.4,62
12996,SHP-12996,235,25,1,15,80,2021-05-12,2021-05-27,2021-05-26,In Transit,0,10428.03,,531
12997,SHP-12997,53,25,102,3,69,2022-04-28,2022-05-04,2022-05-02,Delivered,0,,923.29,581
12998,SHP-12998,146,22,76,3,155,2023-07-14,2023-07-16,2023-07-16,Delivered,0,11594.83,1118.89,787
12999,SHP-12999,161,33,47,39,201,2022-09-12,2022-10-02,2022-10-02,In Transit,0,14709.92,4450.36,509
13000,SHP-13000,4,4,184,3,234,2023-11-25,2023-12-07,2023-12-06,Delivered,0,4427.85,960.48,63
13001,SHP-13001,69,54,121,25,248,2022-08-23,2022-09-07,2022-09-07,Delivered,0,8454.73,3938.03,846
13002,SHP-13002,55,30,154,40,236,2021-12-29,2022-01-22,2022-02-09,Delivered,18,12893.52,1415.2,513
13003,SHP-13003,60,30,60,37,166,2024-01-22,2024-02-11,2024-02-09,Delivered,0,9644.28,3389.41,843
13004,SHP-13004,123,28,47,37,92,2023-09-26,2023-10-14,2023-10-15,Delivered,1,18103.25,258.8,422
13005,SHP-13005,245,47,29,18,229,2022-09-13,2022-09-16,2022-09-14,Delivered,0,2289.69,809.99,335
13006,SHP-13006,56,14,94,40,157,2021-07-27,2021-08-21,2021-08-21,Delivered,0,20219.97,1494.01,429
13007,SHP-13007,60,58,162,6,170,2022-03-15,2022-03-25,2022-03-30, ,5,20199.94,,440
13008,SHP-13008,238,42,189,30,149,2023-01-02,2023-01-23,2023-01-21,Delayed,0,11921.84,2180.14,353
13009,SHP-13009,28,37,94,9,79,2022-02-12,2022-02-14,2022-02-12,Returned,0,11532.8,4585.48,228
13010,SHP-13010,189,27,189,21,92,2023-11-29,2023-12-06,2023-12-06,Returned,0,13091.44,4492.19,583
13011,SHP-13011,5,39,127,5,211,2023-09-22,2023-10-14,,Cancelled,,2377.82,2911.48,131
13012,SHP-13012,164,45,32,12,248,2023-01-30,2023-02-06,2023-02-15,Cancelled,9,18957.73,2507.03,509
13013,SHP-13013,36,6,182,17,233,2024-04-24,2024-05-05,2024-05-16,Delivered,11,14979.43,4142.74,806
13014,SHP-13014,116,60,153,4,124,2021-09-17,2021-09-21,2021-09-28,Delivered,7,,2431.22,
13015,SHP-13015,119,21,84,13,221,2023-01-24,2023-02-11,2023-02-09,Cancelled,0,18065.75,121.16,579
13016,SHP-13016,116,31,134,37,51,2023-08-06,2023-08-27,2023-09-20,,24,2820.67,4513.98,670
13017,SHP-13017,90,56,189,32,7,2021-12-10,2021-12-13,2021-12-12,Delayed,0,18624.51,3541.03,756
13018,SHP-13018,195,13,47,1,223,2023-05-31,2023-06-18,2023-06-17,Delayed,0,3424.04,368.19,1000
13019,SHP-13019,35,57,153,12,235,2023-08-02,2023-08-09,2023-08-09,Returned,0,12742.71,2033.41,282
13020,SHP-13020,41,3,65,30,92,2023-03-31,2023-04-14,2023-04-14,Delivered,0,12970.74,4117.04,784
13021,SHP-13021,6,8,188,9,83,2022-08-06,2022-08-22,2022-08-29,Delivered,7,8819.93,1450.32,404
13022,SHP-13022,101,20,119,22,211,2022-05-06,2022-05-10,2022-05-08,Cancelled,0,15951.4,285.96,852
13023,SHP-13023,92,22,155,32,166,2021-09-27,2021-10-02,2021-10-01,Delivered,0,16961.62,61.24,445
13024,SHP-13024,120,34,100,3,181,2022-08-25,2022-09-14,2022-09-26,Delivered,12,14950.35,1673.89,495
13025,SHP-13025,2,51,156,38,220,2021-06-01,2021-06-18,2021-07-08,Returned,20,,1372.3,
13026,SHP-13026,90,48,12,21,35,2024-02-26,2024-02-28,2024-02-26,Delayed,0,8828.23,222.05,718
13027,SHP-13027,249,46,49,26,12,2023-01-18,2023-01-21,2023-01-21,Delayed,0,9984.92,820.54,458
13028,SHP-13028,32,52,64,4,72,2023-10-31,2023-11-02,2023-10-31,In Transit,0,11444.5,2003.4,557
13029,SHP-13029,204,11,37,14,213,2021-04-06,2021-04-17,2021-04-16,Delivered,0,840.92,1312.31,173
13030,SHP-13030,117,6,81,28,50,2024-03-20,2024-03-25,2024-03-25,Cancelled,0,11806.78,3175.95,500
13031,SHP-13031,157,58,5,2,52,2023-02-14,2023-03-06,2023-03-08,Delivered,2,18128.41,994.15,316
13032,SHP-13032,99,23,93,12,51,2022-12-26,2023-01-05,2023-01-04,Delivered,0,18764.35,1869.89,670
13033,SHP-13033,49,46,175,40,183,2022-02-23,2022-03-02,2022-03-02,Cancelled,0,12901.08,4350.19,100
13034,SHP-13034,217,20,98,13,156,2022-05-05,2022-05-13,2022-05-11,Cancelled,0,2457.6,3124.98, 
13035,SHP-13035,144,9,183,38,237,2023-01-25,2023-02-17,2023-02-25,Delayed,8,8626.21,3138.1,401
13036,SHP-13036,169,58,66,39,73,2023-09-05,2023-09-10,2023-09-10,Delivered,0,12913.69,509.81,145
13037,SHP-13037,213,12,113,36,192,2022-08-19,2022-08-29,2022-09-18,Returned,20,4539.54,2560.16,168
13038,SHP-13038,106,40,4,17,130,2023-06-25,2023-07-17,2023-07-16,In Transit,0,16578.05,4287.76,
13039,SHP-13039,180,9,110,16,104,2023-02-17,2023-03-07,2023-03-22,In Transit,15,6129.3,3989.98,597
13040,SHP-13040,8,9,156,13,63,2022-06-10,2022-06-25,,,,4040.6,2197.7, 
13041,SHP-13041,197,48,31,22,245,2022-11-24,2022-12-06,2022-12-05,Delivered,0,15717.53,1044.26,
13042,SHP-13042,152,55,60,7,188,2024-01-21,2024-02-10,2024-02-08,In Transit,0,18659.15,2109.02,991
13043,SHP-13043,39,19,35,40,94,2022-07-28,2022-08-10,2022-08-08,Delivered,0,16015.61,2673.36,750
13044,SHP-13044,67,28,164,36,113,2021-10-11,2021-11-04,2021-11-04,Delayed,0,7826.61,906.89,316
13045,SHP-13045,171,11,144,35,68,2023-03-20,2023-04-01,2023-04-01,Delayed,0,6878.02,4836.98,135
13046,SHP-13046,95,41,50,6,164,2021-04-26,2021-05-03,2021-05-03,Delivered,0, ,3287.99,535
13047,SHP-13047,53,32,63,15,39,2021-11-21,2021-12-02,2021-12-02,Delivered,0,21872.5,4968.27,51
13048,SHP-13048,5,56,2,5,160,2023-01-22,2023-02-03,2023-02-01, ,0,16243.02,1899.06,32
13049,SHP-13049,61,38,113,12,218,2023-12-20,2023-12-21,2023-12-20,Delayed,0,21465.79,4869.65,986
13050,SHP-13050,106,4,198,12,250,2024-06-10,2024-06-20,2024-06-28,In Transit,8,18354.51,3107.7,718
13051,SHP-13051,71,57,12,16,154,2021-04-22,2021-04-23,2021-04-22,Delivered,0,17233.93,4645.38, 
13052,SHP-13052,225,34,112,34,180,2022-03-20,2022-04-04,2022-04-02,Cancelled,0,11023.55,1469.14,171
13053,SHP-13053,215,13,69,17,242,2023-05-22,2023-05-31,2023-06-16,Delivered,16,14843.52,4674.18,
13054,SHP-13054,56,16,190,22,136,2021-09-08,2021-09-11,2021-09-10,Delivered,0,16543.26,1325.39, 
13055,SHP-13055,154,29,67,12,124,2024-06-06,2024-06-10,2024-06-09, ,0,11246.94,3463.48, 
13056,SHP-13056,48,51,169,12,128,2023-08-24,2023-09-01,2023-08-31, ,0,2054.07,3291.71,50
13057,SHP-13057,115,19,98,4,84,2024-05-22,2024-06-13,2024-06-11,Delivered,0,7309.77,3949.57,620
13058,SHP-13058,4,53,82,5,152,2024-01-04,2024-01-06,2024-01-05,Delivered,,15089.37,2132.4,640
13059,SHP-13059,76,30,152,39,18,2023-10-27,2023-11-04,2023-11-03,Delivered,0,,1194.05,117
13060,SHP-13060,195,23,39,18,3,2021-08-18,2021-09-04,2021-09-02,Returned,0,3626.27,4059.88,667
13061,SHP-13061,20,31,36,14,87,2021-04-02,2021-04-11,2021-04-16,Delivered,5,5315.76,3126.37,536
13062,SHP-13062,101,50,42,25,12,2023-06-24,2023-07-13,2023-07-11,Delivered,0,11178.56,3803.67,555
13063,SHP-13063,13,60,27,29,187,2021-10-07,2021-10-21,2021-10-20,Delivered,0,17116.93,3701.13,694
13064,SHP-13064,250,12,172,24,128,2023-08-13,2023-08-15,2023-08-14,Delivered,0,7212.31,1512.98,23
13065,SHP-13065,219,19,41,26,216,2021-02-11,2021-03-03,2021-03-19,Delivered,16,5775.18,3401.57,785
13066,SHP-13066,242,19,130,34,163,2023-10-27,2023-11-11,2023-11-27,Delivered,16,103.66,3848.82,320
